canonical_name,proposed_category,proposed_subcategory,proposed_food_group,proposed_form,proposed_contains_tags,flags,source_count,variants_count,confidence
cidar vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
cold vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
dark vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
distilled vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
distilled white vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
drops vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
flavored vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
fruit vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
herb vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
japanese vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
light vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
mild vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
pickling vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
pints vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
red vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
salad vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
strong vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
sushi vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
sweet vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
t vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
umeboshi vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
vinegar dressing,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
vinegar white,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
weak vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
white balsamic,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
white distilled vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
yellow vinegar,Condiments & sauces,Vinegars,Condiments & sauces,,,,1,1,low
baby capers,Pickled vegetables,Capers,Condiments & sauces,,,,1,1,low
caper,Pickled vegetables,Capers,Condiments & sauces,,,,1,1,low
caper berry,Pickled vegetables,Capers,Condiments & sauces,,,,1,1,low
caper brine,Pickled vegetables,Capers,Condiments & sauces,,,,1,1,low
caper juice,Pickled vegetables,Capers,Condiments & sauces,,,,1,1,low
liquid removed capers,Pickled vegetables,Capers,Condiments & sauces,,,,1,1,low
nonpareil capers,Pickled vegetables,Capers,Condiments & sauces,,,,1,1,low
t capers,Pickled vegetables,Capers,Condiments & sauces,,,,1,1,low
giardiniera,Pickled vegetables,Other pickled,Condiments & sauces,,,,1,1,low
pepperoncini,Pickled vegetables,Other pickled,Condiments & sauces,,,,1,1,low
pepperoncini juice,Pickled vegetables,Other pickled,Condiments & sauces,,,,1,1,low
pepperoncinis,Pickled vegetables,Other pickled,Condiments & sauces,,,,1,1,low
cornichons,Pickled vegetables,Pickled cucumber & cabbage,Condiments & sauces,,,,1,1,low
gherkin,Pickled vegetables,Pickled cucumber & cabbage,Condiments & sauces,,,,1,1,low
gherkins,Pickled vegetables,Pickled cucumber & cabbage,Condiments & sauces,,,,1,1,low
gherkins,Pickled vegetables,Pickled cucumber & cabbage,Condiments & sauces,pickled,,,1,1,low
green relish,Pickled vegetables,Pickled cucumber & cabbage,Condiments & sauces,,,,1,1,low
jalape os,Pickled vegetables,Pickled cucumber & cabbage,Condiments & sauces,pickled,,,1,1,low
jalapeno,Pickled vegetables,Pickled cucumber & cabbage,Condiments & sauces,pickled,,,1,1,low
jalapeno relish,Pickled vegetables,Pickled cucumber & cabbage,Condiments & sauces,,,,1,1,low
jalapenos,Pickled vegetables,Pickled cucumber & cabbage,Condiments & sauces,pickled,,,1,1,low
relish,Pickled vegetables,Pickled cucumber & cabbage,Condiments & sauces,,,,1,1,low
relish,Pickled vegetables,Pickled cucumber & cabbage,Condiments & sauces,pickled,,,1,1,low
sour gherkins,Pickled vegetables,Pickled cucumber & cabbage,Condiments & sauces,,,,1,1,low
sweet gherkin,Pickled vegetables,Pickled cucumber & cabbage,Condiments & sauces,,,,1,1,low
sweet gherkins,Pickled vegetables,Pickled cucumber & cabbage,Condiments & sauces,,,,1,1,low
sweet relish,Pickled vegetables,Pickled cucumber & cabbage,Condiments & sauces,,,,1,1,low
pimento,Pickled vegetables,Pimentos,Condiments & sauces,,,,4,4,high
pimento cheese,Pickled vegetables,Pimentos,Condiments & sauces,,,cheese-not-dairy,2,2,high
pimento strips,Pickled vegetables,Pimentos,Condiments & sauces,,,,2,2,high
red pimento,Pickled vegetables,Pimentos,Condiments & sauces,,,,4,4,high
green pimento,Pickled vegetables,Pimentos,Condiments & sauces,,,,1,1,low
pimento seeds,Pickled vegetables,Pimentos,Condiments & sauces,,,,1,1,low
pimentoes,Pickled vegetables,Pimentos,Condiments & sauces,,,,1,1,low
brown gravy,Prepared mixes,Seasoning mixes,Condiments & sauces,,,,1,1,low
brown gravy mix,Prepared mixes,Seasoning mixes,Condiments & sauces,,,,1,1,low
country gravy mix,Prepared mixes,Seasoning mixes,Condiments & sauces,,,,1,1,low
gravy mix,Prepared mixes,Seasoning mixes,Condiments & sauces,,,,1,1,low
packets brown gravy mix,Prepared mixes,Seasoning mixes,Condiments & sauces,,,,1,1,low
ranch dip mix,Prepared mixes,Seasoning mixes,Condiments & sauces,,,,1,1,low
vegetable dip mix,Prepared mixes,Seasoning mixes,Condiments & sauces,,,,1,1,low
cheddar cheese,Aged cheese,Aged cheese,Dairy,,,,3,3,high
cheese blend,Aged cheese,Aged cheese,Dairy,,,,1,2,high
cheese curds,Aged cheese,Aged cheese,Dairy,,,,2,2,high
cheese whiz,Aged cheese,Aged cheese,Dairy,,,,2,2,high
italian cheese,Aged cheese,Aged cheese,Dairy,,,,1,2,high
mexican cheese blend,Aged cheese,Aged cheese,Dairy,,,,3,3,high
monterey cheese,Aged cheese,Aged cheese,Dairy,,,,3,3,high
mozzarella cheese,Aged cheese,Aged cheese,Dairy,,,,2,2,high
neufchatel cheese,Aged cheese,Aged cheese,Dairy,,,,2,2,high
parmesan cheese,Aged cheese,Aged cheese,Dairy,,,,7,7,high
aged cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
anejo cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
appenzeller cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
asadero cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
barrel cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
block cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
blue cheese crumbles,Aged cheese,Aged cheese,Dairy,,,,1,1,low
blue cheese salad dressing,Aged cheese,Aged cheese,Dairy,,,,1,1,low
bocconcini cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
boursin cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
brick cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
cabrales cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
caciocavallo cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
caerphilly cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
cambozola cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
cantal cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
cheese crumbles,Aged cheese,Aged cheese,Dairy,,,,1,1,low
cheese dip,Aged cheese,Aged cheese,Dairy,,,,1,1,low
cheese grits,Aged cheese,Aged cheese,Dairy,,,,1,1,low
cheese mix,Aged cheese,Aged cheese,Dairy,,,,1,1,low
cheese nips,Aged cheese,Aged cheese,Dairy,,,,1,1,low
cheese panela,Aged cheese,Aged cheese,Dairy,,,,1,1,low
cheese rind,Aged cheese,Aged cheese,Dairy,,,,1,1,low
cheese salad dressing,Aged cheese,Aged cheese,Dairy,,,,1,1,low
cheese slice,Aged cheese,Aged cheese,Dairy,,,,1,1,low
cheese slices,Aged cheese,Aged cheese,Dairy,,,,1,1,low
cheese whip,Aged cheese,Aged cheese,Dairy,,,,1,1,low
cheeses,Aged cheese,Aged cheese,Dairy,,,,1,1,low
cheshire cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
chevre cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
chihuahua cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
chili cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
chili cheese fritos,Aged cheese,Aged cheese,Dairy,,,,1,1,low
co-jack cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
cojita cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
colby-jack cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
coon cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
cow cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
creamed cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
creamy cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
creme cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
curd cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
deli cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
dolce cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
dubliner cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
easy cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
emmentaler cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
emmenthal cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
emmenthaler cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
english cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
fetta cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
fiesta cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
firm cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
flavored cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
flemish cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
fontinella cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
four cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
four cheese blend,Aged cheese,Aged cheese,Dairy,,,,1,1,low
free cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
fresco cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
fritos chili cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
gloucester cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
grating cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
haloumi cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
hard cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
herb cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
herbed cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
hoop cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
italian blend cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
italian cheese blend,Aged cheese,Aged cheese,Dairy,,,,1,1,low
italian cheeses,Aged cheese,Aged cheese,Dairy,,,,1,1,low
jalapeno cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
kasseri cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
kefalotyri cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
lancashire cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
leicester cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
light cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
limburger cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
lite cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
locatelli cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
longhorn cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
manouri cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
marble cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
marscapone cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
mature cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
melt cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
melting cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
mexican cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
mild cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
mix cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
mixed cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
mixed cheeses,Aged cheese,Aged cheese,Dairy,,,,1,1,low
montasio cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
motzarella cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
motzerella cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
mozarella cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
mozerella cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
munster cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
n cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
nacho cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
nacho cheese chips,Aged cheese,Aged cheese,Dairy,,,,1,1,low
nacho cheese doritos,Aged cheese,Aged cheese,Dairy,,,,1,1,low
nacho cheese flavor,Aged cheese,Aged cheese,Dairy,,,,1,1,low
nacho cheese tortilla chips,Aged cheese,Aged cheese,Dairy,,,,1,1,low
natural cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
new york state cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
nippy cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
nondairy cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
oaxaca cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
packageshredded cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
padano cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
paese cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
pamesan cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
panela cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
paremesan cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
parm cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
parmasean cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
parmesean cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
parmigiana cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
pasteurized cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
pepperjack cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
philly cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
pizza cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
pot cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
process cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
provalone cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
quesadilla cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
queso blanco cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
queso cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
raclette cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
rat cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
reblochon cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
refrigerated cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
robiola cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
roman cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
sandwich cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
scamorza cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
semihard cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
semisoft cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
sharp process cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
sheep cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
singles cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
soft cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
soy cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
spreadable cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
spreadable cheese with,Aged cheese,Aged cheese,Dairy,,,,1,1,low
strong cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
taco cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
taleggio cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
tasty cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
three cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
tillamook cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
type cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
vegan cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
velveta cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
velvetta cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
weight cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
white cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
whiz cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
wispride cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
yellow cheese,Aged cheese,Aged cheese,Dairy,,,,1,1,low
sharp,Aged cheese,Cheddar,Dairy,,,,1,2,high
sharp cheese,Aged cheese,Cheddar,Dairy,,,,2,2,high
pecorino,Aged cheese,Hard grating cheese,Dairy,,,,2,2,high
pecorino cheese,Aged cheese,Hard grating cheese,Dairy,,,,2,2,high
romano cheese,Aged cheese,Hard grating cheese,Dairy,,,,4,4,high
freshly-grated parmesan,Aged cheese,Parmesan,Dairy,,,,1,1,low
gruyere,Aged cheese,Swiss,Dairy,,,,4,4,high
gruyere cheese,Aged cheese,Swiss,Dairy,,,,3,3,high
comte,Aged cheese,Swiss,Dairy,,,,1,1,low
comte cheese,Aged cheese,Swiss,Dairy,,,,1,1,low
swiss gruyere,Aged cheese,Swiss,Dairy,,,,1,1,low
buttered,Cream & butter,Butter,Dairy,,,,1,1,low
buttered crumbs,Cream & butter,Butter,Dairy,,,,1,1,low
buttered noodle,Cream & butter,Butter,Dairy,,,,1,1,low
hot buttered,Cream & butter,Butter,Dairy,,,,1,1,low
hot buttered noodle,Cream & butter,Butter,Dairy,,,,1,1,low
whipping,Cream & butter,Cream,Dairy,,,,1,1,low
creme fraiche,Fermented dairy,Cultured milk,Dairy,,,,3,3,high
container creme fraiche,Fermented dairy,Cultured milk,Dairy,,,,1,1,low
chevre,Fresh cheese,Fresh cheese,Dairy,,,,2,2,high
panir,Fresh cheese,Fresh cheese,Dairy,,,,1,1,low
weight chevre,Fresh cheese,Fresh cheese,Dairy,,,,1,1,low
bocconcini,Fresh cheese,Mozzarella,Dairy,,,,1,1,low
sherbet,Frozen dairy,Frozen desserts,Dairy,,,,2,2,high
fruit sorbet,Frozen dairy,Frozen desserts,Dairy,,,,1,1,low
popsicle,Frozen dairy,Frozen desserts,Dairy,,,,1,1,low
popsicle sticks,Frozen dairy,Frozen desserts,Dairy,,,,1,1,low
sorbet,Frozen dairy,Frozen desserts,Dairy,,,,1,1,low
soymilk,Plant milks,Plant milks,Dairy,,,,4,4,high
vanilla soymilk,Plant milks,Plant milks,Dairy,,,,2,2,high
creamer,Plant milks,Plant milks,Dairy,,,,1,1,low
creamer,Plant milks,Plant milks,Dairy,powdered,,,1,1,low
light soymilk,Plant milks,Plant milks,Dairy,,,,1,1,low
light vanilla soymilk,Plant milks,Plant milks,Dairy,,,,1,1,low
liquid creamer,Plant milks,Plant milks,Dairy,,,,1,1,low
liquid nondairy creamer,Plant milks,Plant milks,Dairy,,,,1,1,low
non dairy creamer,Plant milks,Plant milks,Dairy,,,,1,1,low
non-dairy creamer,Plant milks,Plant milks,Dairy,,,,1,1,low
nondairy creamer,Plant milks,Plant milks,Dairy,,,,1,1,low
nondairy creamer,Plant milks,Plant milks,Dairy,powdered,,,1,1,low
silk creamer,Plant milks,Plant milks,Dairy,,,,1,1,low
soy creamer,Plant milks,Plant milks,Dairy,,,,1,1,low
soymilk lite,Plant milks,Plant milks,Dairy,,,,1,1,low
soymilk powder,Plant milks,Plant milks,Dairy,,,,1,1,low
vanilla-flavored soymilk,Plant milks,Plant milks,Dairy,,,,1,1,low
velveeta,Processed cheese,Processed cheese,Dairy,,,,4,4,high
american cheese,Processed cheese,Processed cheese,Dairy,,,,1,1,low
american cheese singles,Processed cheese,Processed cheese,Dairy,,,,1,1,low
american cheese slice,Processed cheese,Processed cheese,Dairy,,,,1,1,low
cheese food,Processed cheese,Processed cheese,Dairy,,,,1,1,low
cheese spread,Processed cheese,Processed cheese,Dairy,,,,1,1,low
cheez whiz,Processed cheese,Processed cheese,Dairy,,,,1,1,low
english cheese spread,Processed cheese,Processed cheese,Dairy,,,,1,1,low
jalapeno cheez whiz,Processed cheese,Processed cheese,Dairy,,,,1,1,low
light velveeta cheese,Processed cheese,Processed cheese,Dairy,,,,1,1,low
process cheese spread,Processed cheese,Processed cheese,Dairy,,,,1,1,low
processed cheese,Processed cheese,Processed cheese,Dairy,,,,1,1,low
processed cheese food,Processed cheese,Processed cheese,Dairy,,,,1,1,low
processed cheese spread,Processed cheese,Processed cheese,Dairy,,,,1,1,low
sharp american cheese,Processed cheese,Processed cheese,Dairy,,,,1,1,low
velveeta cheese,Processed cheese,Processed cheese,Dairy,,,,1,1,low
velveeta cheese spread,Processed cheese,Processed cheese,Dairy,,,,1,1,low
velveeta cheesy,Processed cheese,Processed cheese,Dairy,,,,1,1,low
velveeta pasteurized process cheese spread,Processed cheese,Processed cheese,Dairy,,,,1,1,low
velveeta reduced fat cheese,Processed cheese,Processed cheese,Dairy,,,,1,1,low
velveeta shells,Processed cheese,Processed cheese,Dairy,,,,1,1,low
velveeta slices,Processed cheese,Processed cheese,Dairy,,,,1,1,low
weight velveeta,Processed cheese,Processed cheese,Dairy,,,,1,1,low
white american cheese,Processed cheese,Processed cheese,Dairy,,,,1,1,low
colby,Processed cheese,Semi-soft cheese,Dairy,,,,2,2,high
monterey jack,Processed cheese,Semi-soft cheese,Dairy,,,,2,2,high
monterey jack cheese,Processed cheese,Semi-soft cheese,Dairy,,,,6,6,high
monterrey jack cheese,Processed cheese,Semi-soft cheese,Dairy,,,,2,2,high
colby cheese,Processed cheese,Semi-soft cheese,Dairy,,,,1,1,low
colby jack,Processed cheese,Semi-soft cheese,Dairy,,,,1,1,low
colby jack cheese,Processed cheese,Semi-soft cheese,Dairy,,,,1,1,low
colby monterey jack cheese,Processed cheese,Semi-soft cheese,Dairy,,,,1,1,low
colby-monterey,Processed cheese,Semi-soft cheese,Dairy,,,,1,1,low
colby-monterey jack cheese,Processed cheese,Semi-soft cheese,Dairy,,,,1,1,low
havarti cheese,Processed cheese,Semi-soft cheese,Dairy,,,,1,1,low
jack cheese,Processed cheese,Semi-soft cheese,Dairy,,,,1,1,low
muenster,Processed cheese,Semi-soft cheese,Dairy,,,,1,1,low
muenster cheese,Processed cheese,Semi-soft cheese,Dairy,,,,1,1,low
string cheese,Processed cheese,Semi-soft cheese,Dairy,,,,1,1,low
monterey,Processed cheese,Shredded cheese,Dairy,,,,2,2,high
romano,Processed cheese,Shredded cheese,Dairy,,,,2,2,high
cheese of,Processed cheese,Shredded cheese,Dairy,,,,1,1,low
cheese of choice,Processed cheese,Shredded cheese,Dairy,,,,1,1,low
mexican style cheese,Processed cheese,Shredded cheese,Dairy,,,,1,1,low
queso,Processed cheese,Shredded cheese,Dairy,,,,1,1,low
queso anejo,Processed cheese,Shredded cheese,Dairy,,,,1,1,low
queso asadero,Processed cheese,Shredded cheese,Dairy,,,,1,1,low
queso blanco,Processed cheese,Shredded cheese,Dairy,,,,1,1,low
queso dip,Processed cheese,Shredded cheese,Dairy,,,,1,1,low
queso quesadilla,Processed cheese,Shredded cheese,Dairy,,,,1,1,low
swiss,Processed cheese,Shredded cheese,Dairy,,,,1,1,low
natural yogurt,Yogurt,Greek yogurt,Dairy,,,,1,1,low
plain yogurt,Yogurt,Greek yogurt,Dairy,,,,1,1,low
vanilla yogurt,Yogurt,Greek yogurt,Dairy,,,,1,1,low
yogurt natural,Yogurt,Greek yogurt,Dairy,,,,1,1,low
yogurt plain,Yogurt,Greek yogurt,Dairy,,,,1,1,low
suet,Margarine & shortening,Animal fats,Fats & oils,,,,2,2,high
drippings,Margarine & shortening,Animal fats,Fats & oils,,,,1,1,low
meat drippings,Margarine & shortening,Animal fats,Fats & oils,,,,1,1,low
pan drippings,Margarine & shortening,Animal fats,Fats & oils,,,,1,1,low
tallow,Margarine & shortening,Animal fats,Fats & oils,,,,1,1,low
vegetable suet,Margarine & shortening,Animal fats,Fats & oils,,,,1,1,low
oleo,Margarine & shortening,Margarine,Fats & oils,,,,2,2,high
acceptable margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
bonnet margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
canola margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
canola soft margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
canola-based soft margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
cold margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
cold oleo,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
firm margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
hard margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
light margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
liquid margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
lite margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
low-calorie margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
non-hydrogenated margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
oleo margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
pareve margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
parkay margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
pats margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
promise margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
soy margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
sunflower margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
trans-fat free margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
vegan margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
vegetable margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
weight margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
whipped margarine,Margarine & shortening,Margarine,Fats & oils,,,,1,1,low
crisco,Margarine & shortening,Shortening,Fats & oils,,,,2,2,high
buttered crisco,Margarine & shortening,Shortening,Fats & oils,,,,1,1,low
crisco oil,Margarine & shortening,Shortening,Fats & oils,,,,1,1,low
soft crisco,Margarine & shortening,Shortening,Fats & oils,,,,1,1,low
solid crisco,Margarine & shortening,Shortening,Fats & oils,,,,1,1,low
white crisco,Margarine & shortening,Shortening,Fats & oils,,,,1,1,low
yellow crisco,Margarine & shortening,Shortening,Fats & oils,,,,1,1,low
evoo,Oils,Olive oil,Fats & oils,,,,1,1,low
